Algoritmo;K;Jaccard_reale;Ripetizione;Jaccard_stimata
KMH;16;0.8011;25;0.875
KMH;16;0.8011;26;0.875
KMH;16;0.8011;27;0.875
KMH;16;0.8011;28;0.875
KMH;16;0.8011;29;0.875
KMH;16;0.8011;30;0.8125
KMH;16;0.8011;31;0.8125
KMH;16;0.8011;32;0.8125
KMH;16;0.8011;33;0.8125
KMH;16;0.8011;34;0.8125
KMH;16;0.8011;35;0.8125
KMH;16;0.8011;36;0.8125
KMH;16;0.8011;37;0.8125
KMH;16;0.8011;38;0.8125
KMH;16;0.8011;39;0.8125
KMH;16;0.8011;40;0.875
KMH;16;0.8011;41;0.8125
KMH;16;0.8011;42;0.8125
KMH;16;0.8011;43;0.8125
KMH;16;0.8011;44;0.8125
KMH;16;0.8011;45;0.8125
KMH;16;0.8011;46;0.875
KMH;16;0.8011;47;0.9375
KMH;16;0.8011;48;0.9375
KMH;16;0.8011;49;0.875
KMH;16;0.8011;50;0.875
KMH;16;0.8011;51;0.875
KMH;16;0.8011;52;0.875
KMH;16;0.8011;53;0.875
KMH;16;0.8011;54;0.875
KMH;16;0.8011;55;0.875
KMH;16;0.8011;56;0.875
KMH;16;0.8011;57;0.875
KMH;16;0.8011;58;0.8125
KMH;16;0.8011;59;0.8125
KMH;16;0.8011;60;0.8125
KMH;16;0.8011;61;0.75
KMH;16;0.8011;62;0.6875
KMH;16;0.8011;63;0.6875
KMH;16;0.8011;64;0.6875
KMH;16;0.8011;65;0.75
KMH;16;0.8011;66;0.75
KMH;16;0.8011;67;0.6875
KMH;16;0.8011;68;0.6875
KMH;16;0.8011;69;0.6875
KMH;16;0.8011;70;0.6875
KMH;16;0.8011;71;0.6875
KMH;16;0.8011;72;0.625
KMH;16;0.8011;73;0.6875
KMH;16;0.8011;74;0.75
KMH;16;0.8011;75;0.75
KMH;16;0.8011;76;0.75
KMH;16;0.8011;77;0.8125
KMH;16;0.8011;78;0.8125
KMH;16;0.8011;79;0.8125
KMH;16;0.8011;80;0.8125
KMH;16;0.8011;81;0.8125
KMH;16;0.8011;82;0.8125
KMH;16;0.8011;83;0.8125
KMH;16;0.8011;84;0.75
KMH;16;0.8011;85;0.75
KMH;16;0.8011;86;0.75
KMH;16;0.8011;87;0.75
KMH;16;0.8011;88;0.8125
KMH;16;0.8011;89;0.8125
KMH;16;0.8011;90;0.75
KMH;16;0.8011;91;0.75
KMH;16;0.8011;92;0.75
KMH;16;0.8011;93;0.6875
KMH;16;0.8011;94;0.75
KMH;16;0.8011;95;0.75
KMH;16;0.8011;96;0.75
KMH;16;0.8011;97;0.75
KMH;16;0.8011;98;0.6875
KMH;16;0.8011;99;0.75
KMH;16;0.8011;100;0.8125
KMH;16;0.89942;1;1
KMH;16;0.89942;2;1
KMH;16;0.89942;3;0.9375
KMH;16;0.89942;4;0.9375
KMH;16;0.89942;5;0.9375
KMH;16;0.89942;6;0.9375
KMH;16;0.89942;7;0.9375
KMH;16;0.89942;8;0.9375
KMH;16;0.89942;9;0.9375
KMH;16;0.89942;10;0.9375
KMH;16;0.89942;11;0.9375
KMH;16;0.89942;12;0.9375
KMH;16;0.89942;13;0.9375
KMH;16;0.89942;14;0.9375
KMH;16;0.89942;15;0.9375
KMH;16;0.89942;16;0.875
KMH;16;0.89942;17;0.875
KMH;16;0.89942;18;0.875
KMH;16;0.89942;19;0.9375
KMH;16;0.89942;20;0.875
KMH;16;0.89942;21;0.875
KMH;16;0.89942;22;0.875
KMH;16;0.89942;23;0.875
KMH;16;0.89942;24;0.875
KMH;16;0.89942;25;0.875
KMH;16;0.89942;26;0.875
KMH;16;0.89942;27;0.875
KMH;16;0.89942;28;0.875
KMH;16;0.89942;29;0.875
KMH;16;0.89942;30;0.875
KMH;16;0.89942;31;0.875
KMH;16;0.89942;32;0.9375
KMH;16;0.89942;33;0.875
KMH;16;0.89942;34;0.875
KMH;16;0.89942;35;0.875
KMH;16;0.89942;36;0.9375
KMH;16;0.89942;37;0.9375
KMH;16;0.89942;38;0.9375
KMH;16;0.89942;39;0.9375
KMH;16;0.89942;40;0.9375
KMH;16;0.89942;41;0.9375
KMH;16;0.89942;42;0.9375
KMH;16;0.89942;43;0.9375
KMH;16;0.89942;44;0.9375
KMH;16;0.89942;45;0.9375
KMH;16;0.89942;46;0.9375
KMH;16;0.89942;47;0.9375
KMH;16;0.89942;48;0.9375
KMH;16;0.89942;49;1
KMH;16;0.89942;50;0.9375
KMH;16;0.89942;51;0.9375
KMH;16;0.89942;52;0.9375
KMH;16;0.89942;53;0.9375
KMH;16;0.89942;54;0.875
KMH;16;0.89942;55;0.875
KMH;16;0.89942;56;0.875
KMH;16;0.89942;57;0.875
KMH;16;0.89942;58;0.875
KMH;16;0.89942;59;0.875
KMH;16;0.89942;60;0.875
KMH;16;0.89942;61;0.875
KMH;16;0.89942;62;0.875
KMH;16;0.89942;63;0.875
KMH;16;0.89942;64;0.875
KMH;16;0.89942;65;0.875
KMH;16;0.89942;66;0.9375
KMH;16;0.89942;67;0.9375
KMH;16;0.89942;68;0.9375
KMH;16;0.89942;69;0.9375
KMH;16;0.89942;70;1
KMH;16;0.89942;71;1
KMH;16;0.89942;72;1
KMH;16;0.89942;73;1
KMH;16;0.89942;74;1
KMH;16;0.89942;75;1
KMH;16;0.89942;76;1
KMH;16;0.89942;77;1
KMH;16;0.89942;78;1
KMH;16;0.89942;79;1
KMH;16;0.89942;80;1
KMH;16;0.89942;81;1
KMH;16;0.89942;82;1
KMH;16;0.89942;83;1
KMH;16;0.89942;84;1
KMH;16;0.89942;85;1
KMH;16;0.89942;86;1
KMH;16;0.89942;87;1
KMH;16;0.89942;88;0.9375
KMH;16;0.89942;89;0.9375
KMH;16;0.89942;90;0.9375
KMH;16;0.89942;91;0.9375
KMH;16;0.89942;92;0.9375
KMH;16;0.89942;93;0.9375
KMH;16;0.89942;94;0.9375
KMH;16;0.89942;95;0.9375
KMH;16;0.89942;96;0.9375
KMH;16;0.89942;97;0.9375
KMH;16;0.89942;98;0.9375
KMH;16;0.89942;99;0.9375
KMH;16;0.89942;100;0.9375
KMH;16;1;1;1
KMH;16;1;2;1
KMH;16;1;3;1
KMH;16;1;4;1
KMH;16;1;5;1
KMH;16;1;6;1
KMH;16;1;7;1
KMH;16;1;8;1
KMH;16;1;9;1
KMH;16;1;10;1
KMH;16;1;11;1
KMH;16;1;12;1
KMH;16;1;13;1
KMH;16;1;14;1
KMH;16;1;15;1
KMH;16;1;16;1
KMH;16;1;17;1
KMH;16;1;18;1
KMH;16;1;19;1
KMH;16;1;20;1
KMH;16;1;21;1
KMH;16;1;22;1
KMH;16;1;23;1
KMH;16;1;24;1
KMH;16;1;25;1
KMH;16;1;26;1
KMH;16;1;27;1
KMH;16;1;28;1
KMH;16;1;29;1
KMH;16;1;30;1
KMH;16;1;31;1
KMH;16;1;32;1
KMH;16;1;33;1
KMH;16;1;34;1
KMH;16;1;35;1
KMH;16;1;36;1
KMH;16;1;37;1
KMH;16;1;38;1
KMH;16;1;39;1
KMH;16;1;40;1
KMH;16;1;41;1
KMH;16;1;42;1
KMH;16;1;43;1
KMH;16;1;44;1
KMH;16;1;45;1
KMH;16;1;46;1
KMH;16;1;47;1
KMH;16;1;48;1
KMH;16;1;49;1
KMH;16;1;50;1
KMH;16;1;51;1
KMH;16;1;52;1
KMH;16;1;53;1
KMH;16;1;54;1
KMH;16;1;55;1
KMH;16;1;56;1
KMH;16;1;57;1
KMH;16;1;58;1
KMH;16;1;59;1
KMH;16;1;60;1
KMH;16;1;61;1
KMH;16;1;62;1
KMH;16;1;63;1
KMH;16;1;64;1
KMH;16;1;65;1
KMH;16;1;66;1
KMH;16;1;67;1
KMH;16;1;68;1
KMH;16;1;69;1
KMH;16;1;70;1
KMH;16;1;71;1
KMH;16;1;72;1
KMH;16;1;73;1
KMH;16;1;74;1
KMH;16;1;75;1
KMH;16;1;76;1
KMH;16;1;77;1
KMH;16;1;78;1
KMH;16;1;79;1
KMH;16;1;80;1
KMH;16;1;81;1
KMH;16;1;82;1
KMH;16;1;83;1
KMH;16;1;84;1
KMH;16;1;85;1
KMH;16;1;86;1
KMH;16;1;87;1
KMH;16;1;88;1
KMH;16;1;89;1
KMH;16;1;90;1
KMH;16;1;91;1
KMH;16;1;92;1
KMH;16;1;93;1
KMH;16;1;94;1
KMH;16;1;95;1
KMH;16;1;96;1
KMH;16;1;97;1
KMH;16;1;98;1
KMH;16;1;99;1
KMH;16;1;100;1
KMH;256;0;1;0
KMH;256;0;2;0
KMH;256;0;3;0
KMH;256;0;4;0
KMH;256;0;5;0
KMH;256;0;6;0
KMH;256;0;7;0
KMH;256;0;8;0
KMH;256;0;9;0
KMH;256;0;10;0
KMH;256;0;11;0
KMH;256;0;12;0
KMH;256;0;13;0
KMH;256;0;14;0
KMH;256;0;15;0
KMH;256;0;16;0
KMH;256;0;17;0
KMH;256;0;18;0
KMH;256;0;19;0
KMH;256;0;20;0
KMH;256;0;21;0
KMH;256;0;22;0
KMH;256;0;23;0
KMH;256;0;24;0
KMH;256;0;25;0
KMH;256;0;26;0
KMH;256;0;27;0
KMH;256;0;28;0
KMH;256;0;29;0
KMH;256;0;30;0
KMH;256;0;31;0
KMH;256;0;32;0
KMH;256;0;33;0
KMH;256;0;34;0
KMH;256;0;35;0
KMH;256;0;36;0
KMH;256;0;37;0
KMH;256;0;38;0
KMH;256;0;39;0
KMH;256;0;40;0
KMH;256;0;41;0
KMH;256;0;42;0
KMH;256;0;43;0
KMH;256;0;44;0
KMH;256;0;45;0
KMH;256;0;46;0
KMH;256;0;47;0
KMH;256;0;48;0
KMH;256;0;49;0
KMH;256;0;50;0
KMH;256;0;51;0
KMH;256;0;52;0
KMH;256;0;53;0
KMH;256;0;54;0
KMH;256;0;55;0
KMH;256;0;56;0
KMH;256;0;57;0
KMH;256;0;58;0
KMH;256;0;59;0
KMH;256;0;60;0
KMH;256;0;61;0
KMH;256;0;62;0
KMH;256;0;63;0
KMH;256;0;64;0
KMH;256;0;65;0
KMH;256;0;66;0
KMH;256;0;67;0
KMH;256;0;68;0
KMH;256;0;69;0
KMH;256;0;70;0
KMH;256;0;71;0
KMH;256;0;72;0
KMH;256;0;73;0
KMH;256;0;74;0
KMH;256;0;75;0
KMH;256;0;76;0
KMH;256;0;77;0
KMH;256;0;78;0
KMH;256;0;79;0
KMH;256;0;80;0
KMH;256;0;81;0
KMH;256;0;82;0
KMH;256;0;83;0
KMH;256;0;84;0
KMH;256;0;85;0
KMH;256;0;86;0
KMH;256;0;87;0
KMH;256;0;88;0
KMH;256;0;89;0
KMH;256;0;90;0
KMH;256;0;91;0
KMH;256;0;92;0
KMH;256;0;93;0
KMH;256;0;94;0
KMH;256;0;95;0
KMH;256;0;96;0
KMH;256;0;97;0
KMH;256;0;98;0
KMH;256;0;99;0
KMH;256;0;100;0
KMH;256;0.1;1;0.0820312
KMH;256;0.1;2;0.0820312
KMH;256;0.1;3;0.0820312
KMH;256;0.1;4;0.0820312
KMH;256;0.1;5;0.0820312
KMH;256;0.1;6;0.0820312
KMH;256;0.1;7;0.0820312
KMH;256;0.1;8;0.0820312
KMH;256;0.1;9;0.0859375
KMH;256;0.1;10;0.0859375
KMH;256;0.1;11;0.0859375
KMH;256;0.1;12;0.0859375
KMH;256;0.1;13;0.0820312
KMH;256;0.1;14;0.0820312
KMH;256;0.1;15;0.0820312
KMH;256;0.1;16;0.0820312
KMH;256;0.1;17;0.0820312
KMH;256;0.1;18;0.0820312
KMH;256;0.1;19;0.0820312
KMH;256;0.1;20;0.0820312
KMH;256;0.1;21;0.078125
KMH;256;0.1;22;0.078125
KMH;256;0.1;23;0.0742188
KMH;256;0.1;24;0.0742188
KMH;256;0.1;25;0.0703125
KMH;256;0.1;26;0.0703125
KMH;256;0.1;27;0.0703125
KMH;256;0.1;28;0.0703125
KMH;256;0.1;29;0.0703125
KMH;256;0.1;30;0.0703125
KMH;256;0.1;31;0.0703125
KMH;256;0.1;32;0.0703125
KMH;256;0.1;33;0.0703125
KMH;256;0.1;34;0.0742188
KMH;256;0.1;35;0.0703125
KMH;256;0.1;36;0.0703125
KMH;256;0.1;37;0.0703125
KMH;256;0.1;38;0.0703125
KMH;256;0.1;39;0.0703125
KMH;256;0.1;40;0.0703125
KMH;256;0.1;41;0.0703125
KMH;256;0.1;42;0.0703125
KMH;256;0.1;43;0.0703125
KMH;256;0.1;44;0.0703125
KMH;256;0.1;45;0.0664062
KMH;256;0.1;46;0.0703125
KMH;256;0.1;47;0.0703125
KMH;256;0.1;48;0.0703125
KMH;256;0.1;49;0.0703125
KMH;256;0.1;50;0.0703125
KMH;256;0.1;51;0.0664062
KMH;256;0.1;52;0.0664062
KMH;256;0.1;53;0.0703125
KMH;256;0.1;54;0.0703125
KMH;256;0.1;55;0.0703125
KMH;256;0.1;56;0.0703125
KMH;256;0.1;57;0.0703125
KMH;256;0.1;58;0.0703125
KMH;256;0.1;59;0.0703125
KMH;256;0.1;60;0.0703125
KMH;256;0.1;61;0.0703125
KMH;256;0.1;62;0.0703125
KMH;256;0.1;63;0.0703125
KMH;256;0.1;64;0.0703125
KMH;256;0.1;65;0.0703125
KMH;256;0.1;66;0.0664062
KMH;256;0.1;67;0.0664062
KMH;256;0.1;68;0.0664062
KMH;256;0.1;69;0.0664062
KMH;256;0.1;70;0.0664062
KMH;256;0.1;71;0.0664062
KMH;256;0.1;72;0.0664062
KMH;256;0.1;73;0.0664062
KMH;256;0.1;74;0.0625
KMH;256;0.1;75;0.0625
KMH;256;0.1;76;0.0625
KMH;256;0.1;77;0.0625
KMH;256;0.1;78;0.0625
KMH;256;0.1;79;0.0625
KMH;256;0.1;80;0.0625
KMH;256;0.1;81;0.0625
KMH;256;0.1;82;0.0625
KMH;256;0.1;83;0.0664062
KMH;256;0.1;84;0.0664062
KMH;256;0.1;85;0.0664062
KMH;256;0.1;86;0.0664062
KMH;256;0.1;87;0.0664062
KMH;256;0.1;88;0.0625
KMH;256;0.1;89;0.0664062
KMH;256;0.1;90;0.0664062
KMH;256;0.1;91;0.0664062
KMH;256;0.1;92;0.0664062
KMH;256;0.1;93;0.0664062
KMH;256;0.1;94;0.0703125
KMH;256;0.1;95;0.0703125
KMH;256;0.1;96;0.0703125
KMH;256;0.1;97;0.0703125
KMH;256;0.1;98;0.0703125
KMH;256;0.1;99;0.0703125
KMH;256;0.1;100;0.0703125
KMH;256;0.19892;1;0.234375
KMH;256;0.19892;2;0.234375
KMH;256;0.19892;3;0.234375
KMH;256;0.19892;4;0.234375
KMH;256;0.19892;5;0.234375
KMH;256;0.19892;6;0.234375
KMH;256;0.19892;7;0.234375
KMH;256;0.19892;8;0.234375
KMH;256;0.19892;9;0.238281
KMH;256;0.19892;10;0.242188
KMH;256;0.19892;11;0.242188
KMH;256;0.19892;12;0.242188
KMH;256;0.19892;13;0.242188
KMH;256;0.19892;14;0.242188
KMH;256;0.19892;15;0.242188
KMH;256;0.19892;16;0.242188
KMH;256;0.19892;17;0.242188
KMH;256;0.19892;18;0.242188
KMH;256;0.19892;19;0.242188
KMH;256;0.19892;20;0.242188
KMH;256;0.19892;21;0.242188
KMH;256;0.19892;22;0.242188
KMH;256;0.19892;23;0.242188
KMH;256;0.19892;24;0.238281
KMH;256;0.19892;25;0.238281
KMH;256;0.19892;26;0.234375
KMH;256;0.19892;27;0.234375
KMH;256;0.19892;28;0.230469
KMH;256;0.19892;29;0.230469
KMH;256;0.19892;30;0.230469
KMH;256;0.19892;31;0.230469
KMH;256;0.19892;32;0.226562
KMH;256;0.19892;33;0.226562
KMH;256;0.19892;34;0.230469
KMH;256;0.19892;35;0.234375
KMH;256;0.19892;36;0.234375
KMH;256;0.19892;37;0.234375
KMH;256;0.19892;38;0.234375
KMH;256;0.19892;39;0.234375
KMH;256;0.19892;40;0.234375
KMH;256;0.19892;41;0.234375
KMH;256;0.19892;42;0.234375
KMH;256;0.19892;43;0.234375
KMH;256;0.19892;44;0.234375
KMH;256;0.19892;45;0.234375
KMH;256;0.19892;46;0.238281
KMH;256;0.19892;47;0.234375
KMH;256;0.19892;48;0.234375
KMH;256;0.19892;49;0.234375
KMH;256;0.19892;50;0.234375
KMH;256;0.19892;51;0.234375
KMH;256;0.19892;52;0.230469
KMH;256;0.19892;53;0.230469
KMH;256;0.19892;54;0.230469
KMH;256;0.19892;55;0.230469
KMH;256;0.19892;56;0.226562
KMH;256;0.19892;57;0.230469
KMH;256;0.19892;58;0.234375
KMH;256;0.19892;59;0.234375
KMH;256;0.19892;60;0.238281
KMH;256;0.19892;61;0.238281
KMH;256;0.19892;62;0.238281
KMH;256;0.19892;63;0.238281
KMH;256;0.19892;64;0.238281
KMH;256;0.19892;65;0.238281
KMH;256;0.19892;66;0.242188
KMH;256;0.19892;67;0.242188
KMH;256;0.19892;68;0.242188
KMH;256;0.19892;69;0.242188
KMH;256;0.19892;70;0.246094
KMH;256;0.19892;71;0.242188
KMH;256;0.19892;72;0.242188
KMH;256;0.19892;73;0.242188
KMH;256;0.19892;74;0.242188
KMH;256;0.19892;75;0.242188
KMH;256;0.19892;76;0.246094
KMH;256;0.19892;77;0.242188
KMH;256;0.19892;78;0.242188
KMH;256;0.19892;79;0.242188
KMH;256;0.19892;80;0.238281
KMH;256;0.19892;81;0.238281
KMH;256;0.19892;82;0.238281
KMH;256;0.19892;83;0.238281
KMH;256;0.19892;84;0.242188
KMH;256;0.19892;85;0.238281
KMH;256;0.19892;86;0.234375
KMH;256;0.19892;87;0.230469
KMH;256;0.19892;88;0.226562
KMH;256;0.19892;89;0.226562
KMH;256;0.19892;90;0.230469
KMH;256;0.19892;91;0.230469
KMH;256;0.19892;92;0.230469
KMH;256;0.19892;93;0.234375
KMH;256;0.19892;94;0.234375
KMH;256;0.19892;95;0.238281
KMH;256;0.19892;96;0.238281
KMH;256;0.19892;97;0.234375
KMH;256;0.19892;98;0.230469
KMH;256;0.19892;99;0.234375
KMH;256;0.19892;100;0.238281
KMH;256;0.29642;1;0.285156
KMH;256;0.29642;2;0.28125
KMH;256;0.29642;3;0.285156
KMH;256;0.29642;4;0.289062
KMH;256;0.29642;5;0.289062
KMH;256;0.29642;6;0.289062
KMH;256;0.29642;7;0.285156
KMH;256;0.29642;8;0.285156
KMH;256;0.29642;9;0.28125
KMH;256;0.29642;10;0.28125
KMH;256;0.29642;11;0.28125
KMH;256;0.29642;12;0.28125
KMH;256;0.29642;13;0.28125
KMH;256;0.29642;14;0.285156
KMH;256;0.29642;15;0.285156
KMH;256;0.29642;16;0.289062
KMH;256;0.29642;17;0.289062
KMH;256;0.29642;18;0.285156
KMH;256;0.29642;19;0.285156
KMH;256;0.29642;20;0.289062
KMH;256;0.29642;21;0.285156
KMH;256;0.29642;22;0.285156
KMH;256;0.29642;23;0.285156
KMH;256;0.29642;24;0.285156
KMH;256;0.29642;25;0.285156
KMH;256;0.29642;26;0.28125
KMH;256;0.29642;27;0.285156
KMH;256;0.29642;28;0.28125
KMH;256;0.29642;29;0.285156
KMH;256;0.29642;30;0.285156
KMH;256;0.29642;31;0.289062
KMH;256;0.29642;32;0.292969
KMH;256;0.29642;33;0.289062
KMH;256;0.29642;34;0.292969
KMH;256;0.29642;35;0.292969
KMH;256;0.29642;36;0.289062
KMH;256;0.29642;37;0.289062
KMH;256;0.29642;38;0.285156
KMH;256;0.29642;39;0.285156
KMH;256;0.29642;40;0.285156
KMH;256;0.29642;41;0.289062
KMH;256;0.29642;42;0.289062
KMH;256;0.29642;43;0.292969
KMH;256;0.29642;44;0.296875
KMH;256;0.29642;45;0.292969
KMH;256;0.29642;46;0.292969
KMH;256;0.29642;47;0.292969
KMH;256;0.29642;48;0.292969
KMH;256;0.29642;49;0.292969
KMH;256;0.29642;50;0.292969
KMH;256;0.29642;51;0.292969
KMH;256;0.29642;52;0.292969
KMH;256;0.29642;53;0.289062
KMH;256;0.29642;54;0.289062
KMH;256;0.29642;55;0.292969
KMH;256;0.29642;56;0.292969
KMH;256;0.29642;57;0.296875
KMH;256;0.29642;58;0.300781
KMH;256;0.29642;59;0.300781
KMH;256;0.29642;60;0.296875
KMH;256;0.29642;61;0.300781
KMH;256;0.29642;62;0.300781
KMH;256;0.29642;63;0.300781
KMH;256;0.29642;64;0.300781
KMH;256;0.29642;65;0.304688
KMH;256;0.29642;66;0.304688
KMH;256;0.29642;67;0.308594
KMH;256;0.29642;68;0.304688
KMH;256;0.29642;69;0.308594
KMH;256;0.29642;70;0.3125
KMH;256;0.29642;71;0.316406
KMH;256;0.29642;72;0.316406
KMH;256;0.29642;73;0.3125
KMH;256;0.29642;74;0.3125
KMH;256;0.29642;75;0.3125
KMH;256;0.29642;76;0.3125
KMH;256;0.29642;77;0.316406
KMH;256;0.29642;78;0.316406
KMH;256;0.29642;79;0.316406
KMH;256;0.29642;80;0.316406
KMH;256;0.29642;81;0.316406
KMH;256;0.29642;82;0.316406
KMH;256;0.29642;83;0.316406
KMH;256;0.29642;84;0.320312
KMH;256;0.29642;85;0.324219
KMH;256;0.29642;86;0.324219
KMH;256;0.29642;87;0.324219
KMH;256;0.29642;88;0.324219
KMH;256;0.29642;89;0.324219
KMH;256;0.29642;90;0.324219
KMH;256;0.29642;91;0.320312
KMH;256;0.29642;92;0.320312
KMH;256;0.29642;93;0.316406
KMH;256;0.29642;94;0.316406
KMH;256;0.29642;95;0.316406
KMH;256;0.29642;96;0.316406
KMH;256;0.29642;97;0.3125
KMH;256;0.29642;98;0.308594
KMH;256;0.29642;99;0.3125
KMH;256;0.29642;100;0.3125
KMH;256;0.40102;1;0.402344
KMH;256;0.40102;2;0.40625
KMH;256;0.40102;3;0.402344
KMH;256;0.40102;4;0.402344
KMH;256;0.40102;5;0.40625
KMH;256;0.40102;6;0.410156
KMH;256;0.40102;7;0.410156
KMH;256;0.40102;8;0.414062
KMH;256;0.40102;9;0.414062
KMH;256;0.40102;10;0.417969
KMH;256;0.40102;11;0.421875
KMH;256;0.40102;12;0.425781
KMH;256;0.40102;13;0.421875
KMH;256;0.40102;14;0.417969
KMH;256;0.40102;15;0.417969
KMH;256;0.40102;16;0.417969
KMH;256;0.40102;17;0.414062
KMH;256;0.40102;18;0.414062
KMH;256;0.40102;19;0.414062
KMH;256;0.40102;20;0.414062
KMH;256;0.40102;21;0.414062
KMH;256;0.40102;22;0.414062
KMH;256;0.40102;23;0.414062
KMH;256;0.40102;24;0.414062
KMH;256;0.40102;25;0.414062
KMH;256;0.40102;26;0.410156
KMH;256;0.40102;27;0.414062
KMH;256;0.40102;28;0.414062
KMH;256;0.40102;29;0.417969
KMH;256;0.40102;30;0.417969
KMH;256;0.40102;31;0.414062
KMH;256;0.40102;32;0.414062
KMH;256;0.40102;33;0.414062
KMH;256;0.40102;34;0.417969
KMH;256;0.40102;35;0.421875
KMH;256;0.40102;36;0.425781
KMH;256;0.40102;37;0.425781
KMH;256;0.40102;38;0.425781
KMH;256;0.40102;39;0.425781
KMH;256;0.40102;40;0.425781
KMH;256;0.40102;41;0.425781
KMH;256;0.40102;42;0.421875
KMH;256;0.40102;43;0.425781
KMH;256;0.40102;44;0.421875
KMH;256;0.40102;45;0.417969
KMH;256;0.40102;46;0.417969
KMH;256;0.40102;47;0.417969
KMH;256;0.40102;48;0.417969
KMH;256;0.40102;49;0.417969
KMH;256;0.40102;50;0.417969
KMH;256;0.40102;51;0.414062
KMH;256;0.40102;52;0.417969
KMH;256;0.40102;53;0.421875
KMH;256;0.40102;54;0.421875
KMH;256;0.40102;55;0.417969
KMH;256;0.40102;56;0.417969
KMH;256;0.40102;57;0.417969
KMH;256;0.40102;58;0.421875
KMH;256;0.40102;59;0.425781
KMH;256;0.40102;60;0.425781
KMH;256;0.40102;61;0.425781
KMH;256;0.40102;62;0.425781
KMH;256;0.40102;63;0.429688
KMH;256;0.40102;64;0.429688
KMH;256;0.40102;65;0.433594
KMH;256;0.40102;66;0.433594
KMH;256;0.40102;67;0.4375
KMH;256;0.40102;68;0.433594
KMH;256;0.40102;69;0.433594
KMH;256;0.40102;70;0.433594
KMH;256;0.40102;71;0.433594
KMH;256;0.40102;72;0.433594
KMH;256;0.40102;73;0.4375
KMH;256;0.40102;74;0.4375
KMH;256;0.40102;75;0.433594
KMH;256;0.40102;76;0.433594
KMH;256;0.40102;77;0.433594
KMH;256;0.40102;78;0.429688
KMH;256;0.40102;79;0.429688
KMH;256;0.40102;80;0.433594
KMH;256;0.40102;81;0.433594
KMH;256;0.40102;82;0.433594
KMH;256;0.40102;83;0.433594
KMH;256;0.40102;84;0.433594
KMH;256;0.40102;85;0.429688
KMH;256;0.40102;86;0.429688
KMH;256;0.40102;87;0.429688
KMH;256;0.40102;88;0.433594
KMH;256;0.40102;89;0.433594
KMH;256;0.40102;90;0.433594
KMH;256;0.40102;91;0.433594
KMH;256;0.40102;92;0.433594
KMH;256;0.40102;93;0.433594
KMH;256;0.40102;94;0.433594
KMH;256;0.40102;95;0.4375
KMH;256;0.40102;96;0.4375
KMH;256;0.40102;97;0.4375
KMH;256;0.40102;98;0.4375
KMH;256;0.40102;99;0.4375
KMH;256;0.40102;100;0.4375
KMH;256;0.49406;1;0.503906
KMH;256;0.49406;2;0.507812
KMH;256;0.49406;3;0.511719
KMH;256;0.49406;4;0.511719
KMH;256;0.49406;5;0.515625
KMH;256;0.49406;6;0.515625
KMH;256;0.49406;7;0.511719
KMH;256;0.49406;8;0.511719
KMH;256;0.49406;9;0.511719
KMH;256;0.49406;10;0.511719
KMH;256;0.49406;11;0.507812
KMH;256;0.49406;12;0.511719
KMH;256;0.49406;13;0.507812
KMH;256;0.49406;14;0.503906
KMH;256;0.49406;15;0.503906
KMH;256;0.49406;16;0.503906
KMH;256;0.49406;17;0.503906
KMH;256;0.49406;18;0.503906
KMH;256;0.49406;19;0.503906
KMH;256;0.49406;20;0.5
KMH;256;0.49406;21;0.5
KMH;256;0.49406;22;0.5
KMH;256;0.49406;23;0.5
KMH;256;0.49406;24;0.5
KMH;256;0.49406;25;0.5
KMH;256;0.49406;26;0.5
KMH;256;0.49406;27;0.503906
KMH;256;0.49406;28;0.507812
KMH;256;0.49406;29;0.511719
KMH;256;0.49406;30;0.507812
KMH;256;0.49406;31;0.507812
KMH;256;0.49406;32;0.507812
KMH;256;0.49406;33;0.503906
KMH;256;0.49406;34;0.507812
KMH;256;0.49406;35;0.507812
KMH;256;0.49406;36;0.507812
KMH;256;0.49406;37;0.503906
KMH;256;0.49406;38;0.503906
KMH;256;0.49406;39;0.5
KMH;256;0.49406;40;0.5
KMH;256;0.49406;41;0.503906
KMH;256;0.49406;42;0.5
KMH;256;0.49406;43;0.5
KMH;256;0.49406;44;0.503906
KMH;256;0.49406;45;0.5
KMH;256;0.49406;46;0.5
KMH;256;0.49406;47;0.496094
KMH;256;0.49406;48;0.492188
KMH;256;0.49406;49;0.488281
KMH;256;0.49406;50;0.484375
KMH;256;0.49406;51;0.480469
KMH;256;0.49406;52;0.476562
KMH;256;0.49406;53;0.476562
KMH;256;0.49406;54;0.472656
KMH;256;0.49406;55;0.472656
KMH;256;0.49406;56;0.472656
KMH;256;0.49406;57;0.472656
KMH;256;0.49406;58;0.476562
KMH;256;0.49406;59;0.476562
KMH;256;0.49406;60;0.480469
KMH;256;0.49406;61;0.480469
KMH;256;0.49406;62;0.484375
KMH;256;0.49406;63;0.488281
KMH;256;0.49406;64;0.488281
KMH;256;0.49406;65;0.488281
KMH;256;0.49406;66;0.488281
KMH;256;0.49406;67;0.488281
KMH;256;0.49406;68;0.484375
KMH;256;0.49406;69;0.488281
KMH;256;0.49406;70;0.488281
KMH;256;0.49406;71;0.488281
KMH;256;0.49406;72;0.484375
KMH;256;0.49406;73;0.484375
KMH;256;0.49406;74;0.484375
KMH;256;0.49406;75;0.484375
